_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
4578,8973,LR-18097,None,None,Lansdowne Ave,West,Dupont St,South,16279,09,None,WR4,Existing,L0916279,,"{""coordinates"": [[-79.4464718419881, 43.666560100878]], ""type"": ""MultiPoint""}"
4579,8979,LR-19165,472,Yonge St,Yonge St,West,Grenville St,North,05012,13,Downtown Yonge,WR5,Existing,L2705012,,"{""coordinates"": [[-79.3835809671357, 43.6623408439944]], ""type"": ""MultiPoint""}"
4580,8980,LR-19171,154,King St E,King St E,North,Jarvis St,East,05726,13,Old Town Toronto,WR5,Existing,L2805726,,"{""coordinates"": [[-79.3716079706633, 43.6505890290498]], ""type"": ""MultiPoint""}"
4581,8981,LR-19162,1300,Bay St,Bay St,West,Scollard St,North,05032,11,Bloor-Yorkville,WR5,Existing,L2705032,,"{""coordinates"": [[-79.3906786871163, 43.6722787716056]], ""type"": ""MultiPoint""}"
4582,8982,LR-19187,148,Yorkville Ave,Yorkville Ave,North,Avenue Rd,East,05067,11,Bloor-Yorkville,WR5,Existing,L2705067,,"{""coordinates"": [[-79.3945611694982, 43.6704811990503]], ""type"": ""MultiPoint""}"
4583,8983,LR-19194,875,Eglinton Ave W,Eglinton Ave W,South,Bathurst St,West,03887,12,Upper Village,WR5,Existing,L2103887,,"{""coordinates"": [[-79.4262682183852, 43.7007543037467]], ""type"": ""MultiPoint""}"
4584,8984,LR-19189,66,Avenue Rd,Avenue Rd,West,Elgin Ave,South,03661,11,Bloor-Yorkville,WR5,Existing,L2003661,,"{""coordinates"": [[-79.3955187086894, 43.6717205079411]], ""type"": ""MultiPoint""}"
4585,8985,LR-19192,2013,Eglinton Ave W,Eglinton Ave W,South,Nairn Ave,East,08963,09,Fairbank Village,WR5,Existing,L1708963,,"{""coordinates"": [[-79.455461656488, 43.6944578304861]], ""type"": ""MultiPoint""}"
4586,8986,LR-19205,1041,Pape Ave,Pape Ave,East,Cosburn Ave,South,03153,14,Pape Village,WR5,Existing,L2903153,,"{""coordinates"": [[-79.3486461988634, 43.6892234957904]], ""type"": ""MultiPoint""}"
4587,8987,LR-19188,876,Eglinton Ave W,Eglinton Ave W,North,Bathurst St,West,03824,08,Upper Village,WR5,Existing,L2103824,,"{""coordinates"": [[-79.4264327849635, 43.700885279407]], ""type"": ""MultiPoint""}"
4588,8988,LR-19196,302,Eglinton Ave W,Eglinton Ave W,North,Avenue Rd,East,03769,08,The Eglinton Way,WR5,Existing,L1603769,,"{""coordinates"": [[-79.4082193892222, 43.7047433219073]], ""type"": ""MultiPoint""}"
4589,8990,LR-19201,120,Front St E,Front St E,North,George St,East,05753,13,Old Town Toronto,WR5,Existing,L2805753,,"{""coordinates"": [[-79.370007818374, 43.6499798808712]], ""type"": ""MultiPoint""}"
4590,8991,LR-19195,1877,Eglinton Ave W,Eglinton Ave W,South,Dynevor Rd,West,01107,08,Fairbank Village,WR5,Existing,L1701107,,"{""coordinates"": [[-79.4513408435464, 43.6953771266603]], ""type"": ""MultiPoint""}"
4591,8992,LR-19173,892,The Queensway,The Queensway,North,Lady Bank Rd,East,00681,03,Shop The Queensway,WR5,Existing,L0500681,,"{""coordinates"": [[-79.5114792799308, 43.6244696658705]], ""type"": ""MultiPoint""}"
4592,8993,LR-19207,1055,Eglinton Ave W,Eglinton Ave W,South,Westover Hill Rd,West,03827,12,Upper Village,WR5,Existing,L2103827,,"{""coordinates"": [[-79.4332342129047, 43.699264497905]], ""type"": ""MultiPoint""}"
4593,8994,LR-19186,1,Queen St E,Yonge St,South,Queen St E,East,03240,13,Downtown Yonge,WR5,Existing,L2803240,,"{""coordinates"": [[-79.3790865845267, 43.6522213081029]], ""type"": ""MultiPoint""}"
4594,8995,LR-19176,85,Front St E,Front St E,South,Market St,West,00569,13,Old Town Toronto,WR5,Existing,L2800569,,"{""coordinates"": [[-79.3723588177924, 43.6489216656204]], ""type"": ""MultiPoint""}"
4595,8996,LR-19202,3244,Danforth Ave,Danforth Ave,North,Wanstead Ave,East,09797,20,Crossroads of the Danforth,WR5,Existing,L3509797,,"{""coordinates"": [[-79.2821210727394, 43.6926920960268]], ""type"": ""MultiPoint""}"
4596,8997,LR-19183,3195,Yonge St,Yonge St,East,Ranleigh Ave,South,04759,15,Yonge Lawrence Village,WR5,Existing,L2504759,,"{""coordinates"": [[-79.4027615448515, 43.7276592852002]], ""type"": ""MultiPoint""}"
4597,8998,LR-19193,19,Bloor St W,Bloor St W,South,Balmuto St,East,06071,11,Bloor Street,WR5,Existing,L2706071,,"{""coordinates"": [[-79.3877308644606, 43.6699729697785]], ""type"": ""MultiPoint""}"
4598,8999,LR-19204,26,Vaughan Rd,Vaughan Rd,West,Hocken Ave,North,05471,12,None,WR5,Existing,L2105471,,"{""coordinates"": [[-79.4186558748328, 43.6819394285854]], ""type"": ""MultiPoint""}"
4599,9000,LR-19179,107,King St E,King St E,North,Church St,East,05744,13,Old Town Toronto,WR5,Temporarily Removed,L2805744,,"{""coordinates"": [[-79.3740994013525, 43.6500663457161]], ""type"": ""MultiPoint""}"
4600,9001,LR-19181,155,The Esplanade,The Esplanade,South,George St,East,00580,10,Old Town Toronto,WR5,Existing,L2800580,,"{""coordinates"": [[-79.3694637679113, 43.6484890404339]], ""type"": ""MultiPoint""}"
4601,9002,LR-19200,178,Eglinton Ave E,Eglinton Ave E,North,Redpath Ave,West,03752,12,None,WR5,Existing,L2203752,,"{""coordinates"": [[-79.3930241948682, 43.7079101885751]], ""type"": ""MultiPoint""}"
4602,9003,LR-19182,197,King St E,King St E,South,George St,East,05741,13,Old Town Toronto,WR5,Existing,L2805741,,"{""coordinates"": [[-79.3699746951251, 43.6508187969707]], ""type"": ""MultiPoint""}"
4603,9004,LR-19208,1080,Dovercourt Rd,Dupont St,South,Dovercourt Rd,West,06952,09,Dovercourt Village,WR5,Existing,L1806952,,"{""coordinates"": [[-79.432955071838, 43.6695653314834]], ""type"": ""MultiPoint""}"
4604,9005,LR-19206,993,Pape Ave,Pape Ave,East,Floyd Ave,South,03152,14,Pape Village,WR5,Existing,L2903152,,"{""coordinates"": [[-79.3479200837974, 43.6873048861136]], ""type"": ""MultiPoint""}"
4605,9006,LR-19218,1411,Lawrence Ave W,Keele St,East,Lawrence Ave W,South,04604,05,Lawrence Ingram Keele,WR5,Existing,L1204604,,"{""coordinates"": [[-79.4778182854367, 43.708413243557]], ""type"": ""MultiPoint""}"
4606,9007,LR-19211,1278,Bay St,Bay St,West,Yorkville Ave,North,05051,11,Bloor-Yorkville,WR5,Existing,L2705051,,"{""coordinates"": [[-79.3898695784083, 43.6703334021844]], ""type"": ""MultiPoint""}"
4607,9008,LR-19209,1004,Pape Ave,Pape Ave,West,Gowan Ave,North,05978,14,Pape Village,WR5,Existing,L2905978,,"{""coordinates"": [[-79.3486060496686, 43.6885757181533]], ""type"": ""MultiPoint""}"
4608,9016,LR-07833,2424,Bloor St W,Bloor St W,North,Jane St,East,03236,04,Bloor West Village,WR4,Existing,L1303236,,"{""coordinates"": [[-79.4837753901081, 43.649570462914]], ""type"": ""MultiPoint""}"
4609,9017,LR-07856,2920,Dundas St W,Dundas St W,North,Medland St,East,04973,04,The Junction,WR4,Existing,L1304973,,"{""coordinates"": [[-79.4669128200938, 43.6654979101387]], ""type"": ""MultiPoint""}"
4610,9028,LR-11054,35,Church Ave,Mckee Ave,North,Doris Ave,East,07271,18,None,WR2,Existing,L2307271,,"{""coordinates"": [[-79.4118167037618, 43.7734235135263]], ""type"": ""MultiPoint""}"
4611,9029,LR-11080,1230,Emmett Ave,Emmett Ave,South,Jane St,West,00881,05,None,WR2,Existing,L1100881,,"{""coordinates"": [[-79.500945412274, 43.6899948220135]], ""type"": ""MultiPoint""}"
4612,9030,LR-11123,None,None,Weston Rd,East,Walsh Ave,South,T7446,07,Emery Village,WR1,Existing,L0707446,,"{""coordinates"": [[-79.536966703696, 43.7163211685766]], ""type"": ""MultiPoint""}"
4613,9031,LR-10710,1760,Birchmount Rd,Birchmount Rd,North,Ellesmere Rd,West,03200,21,None,WR2,Existing,L4003200,,"{""coordinates"": [[-79.2916396999077, 43.7637535611745]], ""type"": ""MultiPoint""}"
4614,9032,LR-10716,2,Cloverleaf Gt,Warden Ave,North,Cloverleaf Gt,West,04007,22,None,WR2,Existing,L4004007,,"{""coordinates"": [[-79.3056108391573, 43.7732632337183]], ""type"": ""MultiPoint""}"
4615,9034,LR-10789,1088,Progress Ave,Sheppard Ave E,South,Progress Ave,West,07411,23,None,WR2,Existing,L4207411,,"{""coordinates"": [[-79.2353099706236, 43.7944374634061]], ""type"": ""MultiPoint""}"
4616,9035,LR-10795,36,Grovenest Dr,Neilson Rd,West,Oakmeadow Blvd,North,T9426,24,None,WR1,Existing,L4309426,,"{""coordinates"": [[-79.2120769485535, 43.7902156170209]], ""type"": ""MultiPoint""}"
4617,9039,LR-10917,414,Royal York Rd,Royal York Rd,West,Melrose St,Opposite,04312,03,Mimico Village,WR2,Existing,L0604312,,"{""coordinates"": [[-79.5000456210535, 43.6199270796353]], ""type"": ""MultiPoint""}"
4618,9040,LR-14773,61,Lowry Sq,Brenyon Way,West,Sheppard Ave E,North,11576,25,None,WR1,Existing,L4211576,,"{""coordinates"": [[-79.2083910487102, 43.8035751833301]], ""type"": ""MultiPoint""}"
4619,9041,LR-13148,329,Monarch Park Ave,Mortimer Ave,South,Monarch Park Ave,East,09443,14,None,WR3,Existing,L2909443,,"{""coordinates"": [[-79.3300680909248, 43.689748887648]], ""type"": ""MultiPoint""}"
4620,9042,LR-06005,187,Glendonwynne Rd,Glendonwynne Rd,North,Evelyn Ave,West,06264,04,None,WR1,Existing,L1306264,,"{""coordinates"": [[-79.4730216661428, 43.6576794358514]], ""type"": ""MultiPoint""}"
4621,9043,LR-06028,504,Renforth Dr,Rathburn Rd,North,Renforth Dr,West,06318,02,None,WR1,Existing,L0306318,,"{""coordinates"": [[-79.5798341447167, 43.6514875903832]], ""type"": ""MultiPoint""}"
4622,9045,LR-07078,3550,Pharmacy Ave,Pharmacy Ave,West,Steeles Ave E,South,02317,22,None,WR2,Existing,L3902317,,"{""coordinates"": [[-79.3364385742164, 43.8163889593256]], ""type"": ""MultiPoint""}"
4623,9046,LR-13479,149,Jameson Ave,Jameson Ave,East,King St W,North,09815,04,None,WR2,Existing,L1409815,,"{""coordinates"": [[-79.4359990191927, 43.6373368113008]], ""type"": ""MultiPoint""}"
4624,9047,LR-13503,233,Dufferin St,Dufferin St,East,Liberty St,North,09873,10,None,WR2,Existing,L1409873,,"{""coordinates"": [[-79.4266096693649, 43.637237797733]], ""type"": ""MultiPoint""}"
4625,9048,LR-06282,2471,St Clair Ave W,Runnymede Rd,West,St Clair Ave W,South,00903,05,None,WR2,Existing,L1100903,,"{""coordinates"": [[-79.4835065461283, 43.6686070682846]], ""type"": ""MultiPoint""}"
4626,9049,LR-06067,3004,Islington Ave,Islington Ave,West,Muir Ave,North,06428,07,None,WR1,Existing,L0706428,,"{""coordinates"": [[-79.5721209361302, 43.760252797158]], ""type"": ""MultiPoint""}"
4627,9050,LR-06084,2311,Lawrence Ave W,Lawrence Ave W,South,Royal York Rd,East,06471,02,None,WR2,Existing,L0206471,,"{""coordinates"": [[-79.5323301818823, 43.6961277680712]], ""type"": ""MultiPoint""}"
4628,9051,LR-07084,96,Nightstar Rd,Nightstar Rd,North,Cranberry Dr,East,02325,25,None,WR2,Existing,L4202325,,"{""coordinates"": [[-79.2242557740474, 43.8256874023341]], ""type"": ""MultiPoint""}"
4629,9056,LR-07292,666,Burnhamthorpe Rd,Burnhamthorpe Rd,South,Saturn Rd,West,00166,02,None,WR1,Existing,L0300166,,"{""coordinates"": [[-79.5761572044755, 43.6423969548197]], ""type"": ""MultiPoint""}"
4630,9057,LR-11249,10,Bay St,Bay St,West,Queens Quay W,North,05860,10,The Waterfront,WR2,Existing,L2805860,,"{""coordinates"": [[-79.3770992469078, 43.6413437293914]], ""type"": ""MultiPoint""}"
4631,9058,LR-11274,None,None,Spadina Ave,Centre West,Bremner Blvd,North,04889,10,Toronto Downtown West,WR2,Existing,L2004889,,"{""coordinates"": [[-79.3930757918057, 43.6409317737829]], ""type"": ""MultiPoint""}"
4632,9061,LR-10421,477,Sherbourne St,Wellesley St E,South,Sherbourne St,East,03904,13,None,WR1,Existing,L2803904,,"{""coordinates"": [[-79.3744660867643, 43.667051868329]], ""type"": ""MultiPoint""}"
4633,9062,LR-10441,390,Bay St,Richmond St W,North,Bay St,West,05708,10,Financial District,WR4,Existing,L2805708,,"{""coordinates"": [[-79.381605309681, 43.6511715866653]], ""type"": ""MultiPoint""}"
4634,9063,LR-10670,1615,Ellesmere Rd,Mccowan Rd,South,Ellesmere Rd,West,02053,21,None,WR1,Existing,L3802053,,"{""coordinates"": [[-79.2515037680944, 43.7715697600777]], ""type"": ""MultiPoint""}"
4635,9064,LR-11980,1315,Neilson Rd,Neilson Rd,East,Sewell's Rd,North,07614,25,None,WR2,Existing,L4207614,,"{""coordinates"": [[-79.2187050018574, 43.8068894911185]], ""type"": ""MultiPoint""}"
4636,9065,LR-12004,1272,Military Trl,Military Trl,East,Ellesmere Rd,South,07677,25,None,WR1,Existing,L4407677,,"{""coordinates"": [[-79.1866892755605, 43.7858875760086]], ""type"": ""MultiPoint""}"
4637,9066,LR-12065,1060,Sheppard Ave W,Sheppard Ave W,North,William R Allen Rd,West,T4598,06,DuKe Heights,WR2,Existing,L0804598,,"{""coordinates"": [[-79.4637716151359, 43.7502942707689]], ""type"": ""MultiPoint""}"
4638,9067,LR-12122,2255,Victoria Park Ave,Victoria Park Ave,East,Pachino Blvd,North,03472,21,None,WR4,Existing,L4003472,,"{""coordinates"": [[-79.317101636513, 43.7624676854161]], ""type"": ""MultiPoint""}"
4639,9068,LR-07433,2,Yorkview Dr,Royal York Rd,West,Yorkview Dr,North,04313,03,None,WR2,Existing,L0504313,,"{""coordinates"": [[-79.5046967824576, 43.6309990480799]], ""type"": ""MultiPoint""}"
4640,9069,LR-07439,366,The East Mall,The East Mall,West,Cantle Path,South,04474,02,None,WR2,Existing,L0504474,,"{""coordinates"": [[-79.5586939650043, 43.6434750787293]], ""type"": ""MultiPoint""}"
4641,9070,LR-11439,18,Flemington Rd,Flemington Rd,North,Amaranth Crt,East,T6380,08,None,WR2,Existing,L1506380,,"{""coordinates"": [[-79.4464587682218, 43.7190088981684]], ""type"": ""MultiPoint""}"
4642,9071,LR-11445,775,Steeles Ave W,Greenwin Village Rd,North,Regatta Cres,East,T1139,18,None,WR1,Existing,L1001139,,"{""coordinates"": [[-79.4428429463436, 43.7912551349611]], ""type"": ""MultiPoint""}"
4643,9073,LR-18048,282,Augusta Ave,Augusta Ave,West,College St,South,16264,11,Kensington Market,WR5,Existing,L1116264,,"{""coordinates"": [[-79.4031541236356, 43.6571616709046]], ""type"": ""MultiPoint""}"
4644,9074,LR-18046,67,Kensington Ave,Kensington Ave,East,St Andrew St,North,16262,11,Kensington Market,WR4,Existing,L1116262,,"{""coordinates"": [[-79.4005060681474, 43.6543703818744]], ""type"": ""MultiPoint""}"
4645,9077,LR-18359,124,Chestnut St,Chestnut St,West,Dundas St W,South,16586,10,None,WR5,Existing,L1016586,,"{""coordinates"": [[-79.3860095113582, 43.6550925892376]], ""type"": ""MultiPoint""}"
4646,9078,LR-18418,745,Ossington Ave,Ossington Ave,East,Bloor St W,North,16631,11,None,WR5,Existing,L1116631,,"{""coordinates"": [[-79.42573216981, 43.6624820811787]], ""type"": ""MultiPoint""}"
4647,9081,LR-18420,365,Murray Ross Pkwy,Murray Ross Pkwy,North,Sentinel Rd,East,16624,07,None,WR5,Existing,L0716624,,"{""coordinates"": [[-79.5008940682796, 43.7650391991478]], ""type"": ""MultiPoint""}"
4648,9083,LR-18448,None,None,Commissioners St,South,Don Roadway,East,16697,None,None,WR5,Existing,L1416697,,"{""coordinates"": [[-79.3445792553845, 43.6486107146346]], ""type"": ""MultiPoint""}"
4649,9084,LR-18452,3743,Kingston Rd,Kingston Rd,South,Scarborough Golf Club Rd,East,16688,24,None,WR5,Existing,L2416688,,"{""coordinates"": [[-79.2090190235965, 43.7461092329756]], ""type"": ""MultiPoint""}"
4650,9087,LR-18447,None,None,Commissioners St,North,Munition St,East,16678,None,None,WR5,Existing,L1416678,,"{""coordinates"": [[-79.3491649923857, 43.6468949954136]], ""type"": ""MultiPoint""}"
4651,9092,LR-18440,None,None,Commissioners St,North,Don Roadway,East,16672,None,None,WR5,Existing,L1416672,,"{""coordinates"": [[-79.3447715857267, 43.6487826229395]], ""type"": ""MultiPoint""}"
4652,9093,LR-18439,None,None,Cherry St,East,Commissioners St,North,16689,None,None,WR5,Existing,L1416689,,"{""coordinates"": [[-79.3538708179818, 43.6456028676252]], ""type"": ""MultiPoint""}"
4653,9094,LR-18435,None,None,Commissioners St,North,Cherry St,East,16673,None,None,WR5,Existing,L1416673,,"{""coordinates"": [[-79.3529405113961, 43.6451839931714]], ""type"": ""MultiPoint""}"
4654,9096,LR-18438,None,None,Cherry St,West,Commissioners St,North,16674,None,None,WR5,Existing,L1416674,,"{""coordinates"": [[-79.3546031077794, 43.6455116183543]], ""type"": ""MultiPoint""}"
4655,9097,LR-18437,None,None,Cherry St,West,Lake Shore Blvd E,South,16690,None,None,WR5,Existing,L1016690,,"{""coordinates"": [[-79.356729460133, 43.6483924536191]], ""type"": ""MultiPoint""}"
4656,9099,LR-18424,115,Gowan Ave,Carlaw Ave,West,Floyd Ave,North,16628,14,None,WR5,Existing,L1416628,,"{""coordinates"": [[-79.3506874454545, 43.6872365509874]], ""type"": ""MultiPoint""}"
4657,9100,LR-18464,79,Huron St,Huron St,East,Dundas St W,North,16738,11,None,WR5,Existing,L1116738,,"{""coordinates"": [[-79.3962557711385, 43.6537554116187]], ""type"": ""MultiPoint""}"
4658,9102,LR-18490,225,Roncesvalles Ave,Roncesvalles Ave,East,Fermanagh Ave,South,07442,04,Roncesvalles Village,WR5,Existing,L1407442,,"{""coordinates"": [[-79.4488235531747, 43.6459329688629]], ""type"": ""MultiPoint""}"
4659,9106,LR-19217,1780,St Clair Ave W,St Clair Ave W,North,Cloverdale Rd,West,05095,09,St. Clair Gardens,WR5,Existing,L1705095,,"{""coordinates"": [[-79.4619414760724, 43.6738742796509]], ""type"": ""MultiPoint""}"
4660,9107,LR-19222,3520,Danforth Ave,Danforth Ave,North,Warden Ave,East,06358,20,Crossroads of the Danforth,WR5,Existing,L3506358,,"{""coordinates"": [[-79.2732197331348, 43.6945643695456]], ""type"": ""MultiPoint""}"
4661,9108,LR-19214,871,Dovercourt Rd,Dovercourt Rd,East,Shanly St,South,05536,09,Dovercourt Village,WR5,Existing,L1905536,,"{""coordinates"": [[-79.4303673867933, 43.6642115817667]], ""type"": ""MultiPoint""}"
4662,9109,LR-19226,2687,Eglinton Ave W,Eglinton Ave W,South,Bicknell Ave,East,04845,05,Eglinton Hill,WR5,Existing,L1204845,,"{""coordinates"": [[-79.4769539786772, 43.6896386256773]], ""type"": ""MultiPoint""}"
4663,9110,LR-19232,108,Corporate Dr,Corporate Dr,North,Lee Centre Dr,West,07781,24,None,WR5,Existing,L3807781,,"{""coordinates"": [[-79.2472759225231, 43.7805979501707]], ""type"": ""MultiPoint""}"
4664,9111,LR-19228,235,The Esplanade,The Esplanade,South,Hahn Pl,West,T9539,10,Old Town Toronto,WR5,Existing,L2809539,,"{""coordinates"": [[-79.3640406267538, 43.6497178230453]], ""type"": ""MultiPoint""}"
4665,9112,LR-19225,429,Yonge St,Yonge St,East,Granby St,South,05010,13,Downtown Yonge,WR5,Temporarily Removed,L2705010,,"{""coordinates"": [[-79.3825921099424, 43.6604506307789]], ""type"": ""MultiPoint""}"
4666,9113,LR-19231,5429,Yonge St,Yonge St,East,Byng Ave,South,04796,18,Yonge North York,WR5,Existing,L2304796,,"{""coordinates"": [[-79.4145388984357, 43.7764142198653]], ""type"": ""MultiPoint""}"
4667,9114,LR-19220,2,Sheppard Ave E,Sheppard Ave E,North,Yonge St,East,04550,18,Yonge North York,WR5,Existing,L2304550,,"{""coordinates"": [[-79.4104171513992, 43.7617619783483]], ""type"": ""MultiPoint""}"
4668,9115,LR-19235,2,Queen St W,Yonge St,North,Queen St W,West,03241,13,Downtown Yonge,WR5,Existing,L2703241,,"{""coordinates"": [[-79.3794347584564, 43.652608608181]], ""type"": ""MultiPoint""}"
4669,9116,LR-19212,22,Yorkville Ave,Yorkville Ave,North,Yonge St,West,05061,11,Bloor-Yorkville,WR5,Existing,L2705061,,"{""coordinates"": [[-79.3885014574867, 43.6717702900769]], ""type"": ""MultiPoint""}"
4670,9117,LR-19215,106,Front St E,Front St E,North,George St,West,00572,13,Old Town Toronto,WR5,Existing,L2800572,,"{""coordinates"": [[-79.370628238849, 43.6498171739837]], ""type"": ""MultiPoint""}"
4671,9118,LR-19227,241,King St E,King St E,South,Sherbourne St,West,05742,13,Old Town Toronto,WR5,Existing,L2805742,,"{""coordinates"": [[-79.36852287283, 43.651143795734]], ""type"": ""MultiPoint""}"
4672,9119,LR-17876,34,Irwin Rd,Irwin Rd,North,Turpin Ave,East,16191,01,None,WR4,Existing,L0116191,,"{""coordinates"": [[-79.5557223099372, 43.7258770584963]], ""type"": ""MultiPoint""}"
4673,9124,LR-17822,743,St Clair Ave W,St Clair Ave W,South,Rushton Rd,West,16141,12,Hillcrest Village,WR4,Existing,L1216141,,"{""coordinates"": [[-79.4279454456415, 43.6811314030142]], ""type"": ""MultiPoint""}"
4674,9126,LR-17875,299,Coxwell Ave,Coxwell Ave,East,Gerrard St E,North,16194,19,None,WR4,Existing,L1916194,,"{""coordinates"": [[-79.3196265516333, 43.6739706773208]], ""type"": ""MultiPoint""}"
4675,9132,LR-17804,55,Forest Manor Rd,Forest Manor Rd,East,Helen Lu Rd,North,16119,17,None,WR4,Existing,L1716119,,"{""coordinates"": [[-79.3446480762691, 43.7727806943335]], ""type"": ""MultiPoint""}"
4676,9133,LR-17856,330,King St W,John St,West,King St W,North,16171,10,Toronto Downtown West,WR4,Existing,L1016171,,"{""coordinates"": [[-79.3899135534247, 43.6467843620494]], ""type"": ""MultiPoint""}"
4677,9134,LR-17870,300,Bloor St W,Bloor St W,North,Huron St,West,16183,11,None,WR4,Temporarily Removed,L1116183,,"{""coordinates"": [[-79.4017514877757, 43.6671945579948]], ""type"": ""MultiPoint""}"
4678,9135,LR-17862,36,Brentwood Rd N,Birchwood Ave,South,Brentwood Rd N,East,16158,03,None,WR4,Existing,L0316158,,"{""coordinates"": [[-79.5144154980874, 43.6475657415088]], ""type"": ""MultiPoint""}"
